IndicatorCode,IndicatorName,Language
R_Price_mp_estimate,Most sold brand of cigarettes - price in currency reported,EN
R_Price_premium_estimate,Premium brand of cigarettes - price in currency reported,EN
R_Price_premium_ppp,Premium brand of cigarettes - price in international dollars,EN
R_Price_premium_usd,Premium brand of cigarettes - price in US$ at official exchange rates,EN
R_Sp_excise_average,Average - taxes as a % of cigarette price - specific excise,EN
R_Sp_excise_estimate,Most sold brand of cigarettes - taxes as a % of price - specific excise,EN
R_total_tax_average,Average - taxes as a % of cigarette price - total tax,EN
R_total_tax_estimate,Most sold brand of cigarettes - taxes as a % of price - total tax,EN
R_VAT_average,Average - taxes as a % of cigarette price - value added tax,EN
R_VAT_estimate,Most sold brand of cigarettes - taxes as a % of price - value added tax,EN
RADON_Q201,Existence of any national radon activity,EN
RADON_Q301,Existence of national radon survey(s),EN
RADON_Q302,National radon concentration levels,EN
RADON_Q303,Existence of national radon database,EN
RADON_Q304,Data in national radon database,EN
RADON_Q401,Existence of national radon action plan,EN
RADON_Q402,Existence of national radon regulations,EN
RADON_Q403,Radon in building regulations for new buildings,EN
RADON_Q404,Radon in building regulations for existing buildings i.e. renovation/remodeling/major alteration,EN
RADON_Q405,Radon in national drinking-water regulations,EN
RADON_Q501,Existence of national reference level for dwellings and buildings with high public occupancy,EN
RADON_Q502,Existence of national reference level for buildings with high public occupancy,EN
RADON_Q601,Existence of official protocols for radon measurements,EN
RADON_Q602,Radon concentration measurements for new buildings,EN
RADON_Q603,Radon concentration measurements for existing buildings,EN
RADON_Q604,Authorization/accreditation required for official radon measurement providers,EN
RADON_Q701,Mandatory preventive measures (new buildings),EN
RADON_Q702,Mandatory mitigation measures if legal value is exceeded (existing buildings),EN
RADON_Q703,Financial support provided for mitigation (existing dwellings),EN
RADON_Q704,Authorization/accreditation required for prevention/mitigation service providers,EN
RADON_Q705,Official standards/guidelines for prevention/mitigation,EN
RADON_Q706,Existence of training/education on prevention/mitigation,EN
RADON_Q801,Existence of national radon risk communication strategy,EN
RADON_Q802,Inclusion of radon measurements in property transactions,EN
RADON_Q803,Inclusion of radon in national cancer control strategy,EN
RateCS,Congenital syphilis rate per 100 000 live births,EN
Rev_curr,Annual tax revenues - currency,EN
Rev_excise,Annual tax revenues - total excise (specific and ad valorem),EN
Rev_govt_total,Annual tax revenues - total revenues,EN
Rev_imp_other,Annual tax revenues - import duties and all other taxes (excluding corporate taxes on tobacco companies),EN
Rev_type,Annual tax revenues - tobacco products included,EN
Rev_VAT,Annual tax revenues - value added tax (vat) and other sales taxes,EN
Rev_year,Annual tax revenues - year,EN
RHR_IPV,Intimate partner violence prevalence among ever partnered women (%),EN
RHR_NPSV,Non-partner sexual violence prevalence (%),EN
ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),EN
RS_1845,Population,EN
RS_193,Income level,EN
RS_194,Number of registered vehicles,EN
RS_196,Estimated number of road traffic deaths,EN
RS_198,Estimated road traffic death rate (per 100 000 population),EN
RS_204,Existence of a national drink-driving law,EN
RS_205,Definition of drink-driving by BAC,EN
RS_207,Blood Alcohol Concentration (BAC) limit for drivers,EN
RS_208,Attribution of road traffic deaths to alcohol (%),EN
RS_209,Existence of a national seat-belt law,EN
RS_210,Applicability of seat-belt law to all occupants,EN
RS_212,Seat-belt wearing rate (%),EN
RS_213,Existence of a national child-restraint law,EN
RS_214,Existence of national speed limits,EN
RS_217,Maximum speed limits,EN
RS_219,Applicability of national motorcycle helmet law to all occupants,EN
RS_223_BIS,Law requires helmet to be fastened,EN
RS_225,Existence of a road safety lead agency,EN
RS_228,Existence of a national road safety strategy,EN
RS_229,Availability of funding for national road safety strategy,EN
RS_237,Existence of a formal pre-hospital care system,EN
RS_238,Existence of a universal access telephone number for pre-hospital care,EN
RS_242,Vehicle standards,EN
RS_246,Distribution of road traffic deaths by type of road user (%),EN
RS_576,Gross national income per capita (Atlas method),EN
RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years",EN
RSUD_10,National survey on substance use among children and adolescents,EN
RSUD_100,Government unit/official responsible for prevention for substance use,EN
RSUD_11,Data on substance use disorders disseminated in national annual reports,EN
RSUD_110,Ministry/office that takes primary responsibility for prevention for substance use,EN
RSUD_12,Substance use policy at the national level,EN
RSUD_120,Five years change in international cooperation for prevention for substance use,EN
RSUD_13,"Substance use policy at the national level, level of integration",EN
RSUD_130,Government unit/official responsible for treatment of substance use disorders,EN
RSUD_14,Policy documents on the pharmacological treatment of substance use disorders,EN
RSUD_140,Ministry/office that takes primary responsibility for treatment of substance use disorders,EN
RSUD_15,Guidelines on the pharmacological treatment of substance use disorders,EN
RSUD_150,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders,EN
RSUD_16,Legislative provision for treatment and rehabilitation of substance use disorders,EN
RSUD_160,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders,EN
RSUD_17,Legislative provision for compulsory treatment,EN
RSUD_170,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs,EN
RSUD_18,Drug courts,EN
RSUD_180,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for prevention for alcohol and drugs,EN
RSUD_19,Programmes diverting clients from the justice system towards treatment,EN
RSUD_190,Five years change in international cooperation for treatment of substance use disorders,EN
RSUD_2,"Point prevalence (%), drug use disorders, 15+ years",EN
RSUD_20,Confidentiality of health records on substance use disorders  protected by law,EN
RSUD_200,Confidentiality of people in treatment for substance use disorders,EN
RSUD_21,Government unit for substance use disorder treatment,EN
RSUD_210,Voluntary treatment for people with alcohol use disorders in the criminal justice system,EN
RSUD_22,Budget line for substance use disorder treatment,EN
RSUD_220,Voluntary treatment for people with drug use disorders in the criminal justice system,EN
RSUD_23,Financing method for substance use disorder treatment,EN
RSUD_230,Compulsory treatment for people with alcohol use disorders in the criminal justice system,EN
RSUD_240,Compulsory treatment for people with drug use disorders in the criminal justice system,EN
RSUD_250,Five-year change in government resources for prevention for substance use,EN
RSUD_26,Governement benefits for persons with substance use disorders,EN
RSUD_260,Five-year change in government resources for treatment of substance use disorders,EN
RSUD_27,"Government benefits for alcohol use disorders, subsidy or disability pension",EN
RSUD_270,Financing methods for treatment for alcohol use disorders,EN
RSUD_28,"Government benefits for drug use disorders, subsidy or disability pension",EN
RSUD_280,Financing methods for treatment for drug use disorders,EN
RSUD_29,Sector for inpatient detoxification of alcohol use disorders,EN
RSUD_290,Hypothecated taxes to be spent on prevention and treatment for substance use disorders,EN
RSUD_3,"Age-standardized death rates, alcohol and drug use disorders, per 100 000",EN
RSUD_30,Sector for inpatient treatment of alcohol dependence,EN
RSUD_300,Government benefits for people with alcohol use disorders,EN
RSUD_31,Sector for outpatient treatment of alcohol dependence,EN
RSUD_310,Government benefits for people with drug use disorders,EN
RSUD_32,Sector for the treatment of alcohol-induced psychoses and other alcohol-induced psychiatric conditions,EN
RSUD_320,Main sector for treatment for alcohol use disorders,EN
RSUD_33,Sector for residential long-term rehabilitation of alcohol use disorders,EN
RSUD_330,Main sector for treatment for drug use disorders,EN
RSUD_34,Sector for inpatient detoxification of drug use disorders,EN
RSUD_340,Treatment programmes for children and adolescents with alcohol use disorders,EN
RSUD_35,Sector for inpatient treatment of drug dependence,EN
RSUD_350,Treatment programmes for children and adolescents with drug use disorders,EN
RSUD_36,Sector for outpatient treatment of drug dependence,EN
RSUD_360,Specialized treatment facilities for substance use disorders,EN
RSUD_37,Sector for substitution maintenance therapy of opioid dependence,EN
RSUD_370,Specialized treatment facilities for alcohol use disorders,EN
RSUD_38,Sector for residential long-term rehabilitation of drug use disorders,EN
RSUD_380,Specialized treatment facilities for drug use disorders,EN
RSUD_39,Treatment system for substance use disorders,EN
RSUD_390,Self-help groups,EN
RSUD_40,"Treatment setting for substance use disorders, most common",EN
RSUD_400,Main substance at treatment entry,EN
RSUD_41,Specialized treatment services for drug use disoders and HIV/AIDS,EN
RSUD_410,Reported treatment coverage for substance dependence,EN
RSUD_42,Specialized treatment services for substance use disorders and TB,EN
RSUD_420,Guidelines on pharmacological treatment for substance use disorders,EN
RSUD_43,Open access services for substance use disorders,EN
RSUD_430,Pharmacotherapy with methadone,EN
RSUD_44,"Treatment slots for alcohol and drug use disorders, outpatient, per 10 000",EN
RSUD_440,Pharmacotherapy with buprenorphine,EN
RSUD_45,"Beds for the treatment of substance use disorders, per 100 000",EN
RSUD_450,Pharmacotherapy with buprenorphine/naloxone,EN
RSUD_46,"Length of stay for inpatient detoxification, days",EN
RSUD_460,Access restrictions to maintenance treatment,EN
RSUD_47,"Length of stay for inpatient short-term treatment, days",EN
RSUD_470,Timeframe for maintenance treatment of opioid dependence,EN
RSUD_48,"Length of stay for inpatient long-term residential treatment, days",EN
RSUD_480,Registration of medications for alcohol dependence and withdrawal,EN
RSUD_49,Opioid agonist pharmacotherapy for the treatment of opioid dependence (detoxification or maintenance),EN
RSUD_490,Registration of medications for opioid dependence,EN
RSUD_5,"Age-standardized DALYs, alcohol and drug use disorders, per 100 000",EN
RSUD_50,Timeframe of opioid agonist treatment,EN
RSUD_500,Registration of medications for opioid withdrawal,EN
RSUD_51,Methadone used for the treatment of opioid dependence,EN
RSUD_510,Registration of naloxone for injection for opioid overdose,EN
RSUD_52,Methadone used for detoxification or maintenance,EN
RSUD_520,Availability of naloxone,EN
RSUD_53,Methadone formulation used for the treatment of opiod dependence,EN
RSUD_530,Screening and brief intervention for substance use in primary health care,EN
RSUD_54,Buprenorphine used for the treatment of opioid dependence,EN
RSUD_540,Screening and brief intervention for substance use in antenatal services,EN
RSUD_55,Buprenorphine used for detoxification or maintenance,EN
RSUD_550,Recommendations for screening and brief interventions for substance use in primary health care,EN
RSUD_56,Buprenorphine/naloxone used for the treatment of opioid dependence,EN
RSUD_560,Recommendations for screening and brief interventions for substance use in antenatal services,EN
RSUD_57,Buprenorphine/naloxone used for detoxification or maintenance,EN
RSUD_570,Groups and agencies involved in prevention programs,EN
RSUD_58,Methadone provision in clinical and community-based settings,EN
RSUD_580,Prevention programmes for alcohol,EN
RSUD_59,Buprenorphine provision in clinical and community-based settings,EN
RSUD_590,Prevention programmes for specific populations for alcohol,EN
RSUD_60,Buprenorphine/naloxone provision in clinical and community-based settings,EN
RSUD_600,Prevention programmes for drugs,EN
RSUD_61,Supervision requirements for methadone administration,EN
RSUD_610,Prevention programmes for specific populations for drugs,EN
RSUD_62,Supervision requirements for buprenorphine administration,EN
RSUD_620,"HIV, Hepatitis counselling and treatment availability in specialized facilities and services",EN
RSUD_63,Supervision requirements for buprenorphine/naloxone administration,EN
RSUD_630,Programmes readily available,EN
RSUD_64,Prescription requirements for methadone,EN
RSUD_640,Standards of treatment and care for public specialized treatment facilities,EN
RSUD_65,Prescription requirements for buprenorphine,EN
RSUD_650,Special treatment programmes for gambling disorder,EN
RSUD_66,Prescription requirements for buprenorphine/naloxone,EN
RSUD_660,Treatment programmes for women with alcohol use disorders,EN
RSUD_67,Commencement of treatment with opioid agonists,EN
RSUD_670,Treatment programmes for women with drug use disorders,EN
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,EN
